Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,1068,0,450,580.6711159172565,198.71193007566035,2762.5554481055588,105.07022471910112,3.555686094360195,0.0,460,630,760,880,1200,1400,1700,1900,2700,2800,2800
,Aggregated,1068,0,450,580.6711159172565,198.71193007566035,2762.5554481055588,105.07022471910112,3.555686094360195,0.0,460,630,760,880,1200,1400,1700,1900,2700,2800,2800
