Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,167,0,660,773.4181809275339,393.3102199807763,1681.5385960508138,104.94610778443113,0.5599081132295923,0.0,660,740,960,1100,1200,1300,1400,1600,1700,1700,1700
,Aggregated,167,0,660,773.4181809275339,393.3102199807763,1681.5385960508138,104.94610778443113,0.5599081132295923,0.0,660,740,960,1100,1200,1300,1400,1600,1700,1700,1700
