Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,283,0,690,1933.1341417499755,291.9964790344238,9899.490697076544,105.5017667844523,0.9427070779207903,0.0,690,1300,2000,3200,6000,7500,8700,9300,9900,9900,9900
,Aggregated,283,0,690,1933.1341417499755,291.9964790344238,9899.490697076544,105.5017667844523,0.9427070779207903,0.0,690,1300,2000,3200,6000,7500,8700,9300,9900,9900,9900
