Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,1072,0,440,574.9163745308239,197.40591989830136,2106.111023807898,105.01026119402985,3.5799977635712503,0.0,440,650,780,880,1100,1300,1600,1900,2100,2100,2100
,Aggregated,1072,0,440,574.9163745308239,197.40591989830136,2106.111023807898,105.01026119402985,3.5799977635712503,0.0,440,650,780,880,1100,1300,1600,1900,2100,2100,2100
