Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,856,0,320,395.7510368287058,214.72479589283466,1539.5772149786353,104.90070093457943,2.862336946204071,0.0,320,360,450,500,610,770,1100,1200,1500,1500,1500
,Aggregated,856,0,320,395.7510368287058,214.72479589283466,1539.5772149786353,104.90070093457943,2.862336946204071,0.0,320,360,450,500,610,770,1100,1200,1500,1500,1500
