Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,1757,1,330,409.87829490767245,46.69740004464984,1415.1870249770582,104.90836653386454,5.846787037616607,0.0033277103230601062,330,450,530,580,710,840,970,1000,1300,1400,1400
,Aggregated,1757,1,330,409.87829490767245,46.69740004464984,1415.1870249770582,104.90836653386454,5.846787037616607,0.0033277103230601062,330,450,530,580,710,840,970,1000,1300,1400,1400
