Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,280,0,750,1991.4177835020903,343.6666941270232,8242.038151947781,105.66785714285714,0.9319384340062566,0.0,750,2400,3300,3800,4500,5300,6700,7900,8200,8200,8200
,Aggregated,280,0,750,1991.4177835020903,343.6666941270232,8242.038151947781,105.66785714285714,0.9319384340062566,0.0,750,2400,3300,3800,4500,5300,6700,7900,8200,8200,8200
