Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,1775,0,490,1159.614799172998,198.366932105273,9744.653831003234,105.10084507042254,4.2897403253587365,0.0,490,770,980,1100,1800,7200,7700,8100,9200,9700,9700
,Aggregated,1775,0,490,1159.614799172998,198.366932105273,9744.653831003234,105.10084507042254,4.2897403253587365,0.0,490,770,980,1100,1800,7200,7700,8100,9200,9700,9700
