Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,157,0,880,1058.4167426668557,285.4434070177376,3082.554202992469,105.57961783439491,1.8227505619219837,0.0,880,1300,1600,1700,2100,2500,3000,3100,3100,3100,3100
,Aggregated,157,0,880,1058.4167426668557,285.4434070177376,3082.554202992469,105.57961783439491,1.8227505619219837,0.0,880,1300,1600,1700,2100,2500,3000,3100,3100,3100,3100
