Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,824,0,320,390.6462457603481,201.53576997108757,1111.6355748381466,104.8616504854369,2.7437891764164495,0.0,320,420,500,530,620,700,900,930,1100,1100,1100
,Aggregated,824,0,320,390.6462457603481,201.53576997108757,1111.6355748381466,104.8616504854369,2.7437891764164495,0.0,320,420,500,530,620,700,900,930,1100,1100,1100
