Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,703,2,3000,3773.1822906459442,48.36233193054795,21338.70884287171,106.6344238975818,1.4685662021865817,0.004177997730260546,3000,4400,5500,6000,7300,8600,12000,16000,21000,21000,21000
,Aggregated,703,2,3000,3773.1822906459442,48.36233193054795,21338.70884287171,106.6344238975818,1.4685662021865817,0.004177997730260546,3000,4400,5500,6000,7300,8600,12000,16000,21000,21000,21000
