Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,3,0,530,427.748189928631,209.74627695977688,538.6056189890951,105.0,1.5969043976412403,0.0,530,530,540,540,540,540,540,540,540,540,540
,Aggregated,3,0,530,427.748189928631,209.74627695977688,538.6056189890951,105.0,1.5969043976412403,0.0,530,530,540,540,540,540,540,540,540,540,540
