Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,821,0,330,419.8667339168956,231.44100210629404,1161.7399619426578,104.88185140073081,2.7314907019713672,0.0,330,440,520,570,660,800,920,970,1200,1200,1200
,Aggregated,821,0,330,419.8667339168956,231.44100210629404,1161.7399619426578,104.88185140073081,2.7314907019713672,0.0,330,440,520,570,660,800,920,970,1200,1200,1200
