Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,4080,1,500,1123.6173600975912,88.39880395680666,15597.418698016554,105.04607843137255,8.500583089154684,0.0020834762473418344,500,660,820,950,1400,7300,7800,8400,15000,16000,16000
,Aggregated,4080,1,500,1123.6173600975912,88.39880395680666,15597.418698016554,105.04607843137255,8.500583089154684,0.0020834762473418344,500,660,820,950,1400,7300,7800,8400,15000,16000,16000
