Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,225,0,1400,2559.023323011481,398.9318029489368,28428.661935962737,105.93777777777778,0.7485918794866121,0.0,1400,2300,2900,3300,4800,8400,16000,19000,28000,28000,28000
,Aggregated,225,0,1400,2559.023323011481,398.9318029489368,28428.661935962737,105.93777777777778,0.7485918794866121,0.0,1400,2300,2900,3300,4800,8400,16000,19000,28000,28000,28000
