Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,276,0,350,1130.4734537978588,238.39261010289192,11462.034350028262,104.80434782608695,0.9408414994648784,0.0,350,400,480,550,4100,8600,9600,10000,11000,11000,11000
,Aggregated,276,0,350,1130.4734537978588,238.39261010289192,11462.034350028262,104.80434782608695,0.9408414994648784,0.0,350,400,480,550,4100,8600,9600,10000,11000,11000,11000
