Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,5691,2,1200,2030.341076945529,92.35689300112426,21092.10834791884,105.73133017044456,15.767798188060802,0.005541310204906274,1200,1700,2200,2600,4700,7900,11000,12000,18000,21000,21000
,Aggregated,5691,2,1200,2030.341076945529,92.35689300112426,21092.10834791884,105.73133017044456,15.767798188060802,0.005541310204906274,1200,1700,2200,2600,4700,7900,11000,12000,18000,21000,21000
