Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,1044,0,570,1436.880917849253,268.3312420267612,15957.215041853487,105.08620689655173,2.488446323992478,0.0,570,850,1100,1300,4700,6600,8600,9700,16000,16000,16000
,Aggregated,1044,0,570,1436.880917849253,268.3312420267612,15957.215041853487,105.08620689655173,2.488446323992478,0.0,570,850,1100,1300,4700,6600,8600,9700,16000,16000,16000
