Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,296,0,330,981.3769157296298,234.87571883015335,37270.95071319491,104.82770270270271,1.0157506377829688,0.0,330,360,400,490,620,5600,9300,11000,37000,37000,37000
,Aggregated,296,0,330,981.3769157296298,234.87571883015335,37270.95071319491,104.82770270270271,1.0157506377829688,0.0,330,360,400,490,620,5600,9300,11000,37000,37000,37000
