Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,2069,1,730,2446.304202239457,126.95478298701346,68212.4175450299,105.27646205896568,4.37030634371911,0.002112279528138768,730,1100,1600,2200,8400,9200,16000,18000,66000,68000,68000
,Aggregated,2069,1,730,2446.304202239457,126.95478298701346,68212.4175450299,105.27646205896568,4.37030634371911,0.002112279528138768,730,1100,1600,2200,8400,9200,16000,18000,66000,68000,68000
