Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,2376,3,750,2061.7276345250693,74.6698931325227,36241.49812199175,105.39057239057239,4.971059133817784,0.0062765898154264945,760,1200,1600,2100,4500,8500,16000,33000,36000,36000,36000
,Aggregated,2376,3,750,2061.7276345250693,74.6698931325227,36241.49812199175,105.39057239057239,4.971059133817784,0.0062765898154264945,760,1200,1600,2100,4500,8500,16000,33000,36000,36000,36000
