Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,872,0,580,1924.408935844298,260.37348387762904,22716.91627590917,105.51720183486239,2.0804273644921722,0.0,590,1400,2500,3800,5600,7200,9000,11000,23000,23000,23000
,Aggregated,872,0,580,1924.408935844298,260.37348387762904,22716.91627590917,105.51720183486239,2.0804273644921722,0.0,590,1400,2500,3800,5600,7200,9000,11000,23000,23000,23000
