Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,2792,0,710,1610.0680174344895,228.33231696859002,17594.662118935958,105.23316618911174,5.823172225921761,0.0,710,1000,1300,1400,4100,8000,9200,15000,17000,18000,18000
,Aggregated,2792,0,710,1610.0680174344895,228.33231696859002,17594.662118935958,105.23316618911174,5.823172225921761,0.0,710,1000,1300,1400,4100,8000,9200,15000,17000,18000,18000
