Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,1744,78,6800,7995.716316630157,0.6761839999853692,68181.73938399968,102.47993119266054,5.805993427519011,0.25967172439591907,6800,9200,11000,14000,18000,21000,24000,26000,36000,68000,68000
,Aggregated,1744,78,6800,7995.716316630157,0.6761839999853692,68181.73938399968,102.47993119266054,5.805993427519011,0.25967172439591907,6800,9200,11000,14000,18000,21000,24000,26000,36000,68000,68000
