Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,809,0,19000,18131.480261014854,1087.9841200003284,47742.187447000106,108.48207663782448,2.696096762720067,0.0,19000,25000,28000,29000,33000,36000,39000,41000,48000,48000,48000
,Aggregated,809,0,19000,18131.480261014854,1087.9841200003284,47742.187447000106,108.48207663782448,2.696096762720067,0.0,19000,25000,28000,29000,33000,36000,39000,41000,48000,48000,48000
