Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,2789,0,700,1630.4464976414476,241.25266703777015,19058.494390919805,105.2491932592327,5.811249955652131,0.0,700,980,1200,1500,3600,8400,13000,17000,19000,19000,19000
,Aggregated,2789,0,700,1630.4464976414476,241.25266703777015,19058.494390919805,105.2491932592327,5.811249955652131,0.0,700,980,1200,1500,3600,8400,13000,17000,19000,19000,19000
