Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,699,1,680,3176.499730473363,32.234791899099946,30930.001449771225,105.94706723891274,1.6611328712497424,0.002376441875893766,680,4400,5600,6200,8300,11000,13000,15000,31000,31000,31000
,Aggregated,699,1,680,3176.499730473363,32.234791899099946,30930.001449771225,105.94706723891274,1.6611328712497424,0.002376441875893766,680,4400,5600,6200,8300,11000,13000,15000,31000,31000,31000
