Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,306,0,300,989.0820796972786,221.16696508601308,14993.440565187484,104.81372549019608,1.0198698710538565,0.0,300,310,350,390,580,7700,8100,8600,15000,15000,15000
,Aggregated,306,0,300,989.0820796972786,221.16696508601308,14993.440565187484,104.81372549019608,1.0198698710538565,0.0,300,310,350,390,580,7700,8100,8600,15000,15000,15000
