Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,3405,0,1100,2271.702465237557,222.1128500532359,37088.13885995187,105.54067547723935,7.100676272698155,0.0,1100,1500,1900,2100,8200,9000,9700,16000,32000,37000,37000
,Aggregated,3405,0,1100,2271.702465237557,222.1128500532359,37088.13885995187,105.54067547723935,7.100676272698155,0.0,1100,1500,1900,2100,8200,9000,9700,16000,32000,37000,37000
