Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,785,2,1500,3002.626226105947,126.5552460681647,69208.33758590743,105.98089171974522,1.8649730063946028,0.004751523583170963,1500,3600,4800,5400,8000,8800,11000,14000,69000,69000,69000
,Aggregated,785,2,1500,3002.626226105947,126.5552460681647,69208.33758590743,105.98089171974522,1.8649730063946028,0.004751523583170963,1500,3600,4800,5400,8000,8800,11000,14000,69000,69000,69000
