Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,292,0,310,1002.8570466443629,226.74128180369735,8349.400281906128,104.87671232876713,0.9962583515975011,0.0,310,350,370,460,610,7800,8300,8300,8300,8300,8300
,Aggregated,292,0,310,1002.8570466443629,226.74128180369735,8349.400281906128,104.87671232876713,0.9962583515975011,0.0,310,350,370,460,610,7800,8300,8300,8300,8300,8300
