Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,3918,2,1100,1856.1263867647845,110.4453420266509,15381.39176205732,105.60081674323635,8.181535756482386,0.00417638374501398,1100,1500,1800,2000,4400,8300,9100,9500,11000,15000,15000
,Aggregated,3918,2,1100,1856.1263867647845,110.4453420266509,15381.39176205732,105.60081674323635,8.181535756482386,0.00417638374501398,1100,1500,1800,2000,4400,8300,9100,9500,11000,15000,15000
