Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/collect,3894,3,1100,1888.6093530782632,68.30822210758924,31276.40808490105,105.53389830508475,8.113352264998882,0.00625065659861239,1100,1500,1800,2100,4500,8300,9200,10000,17000,31000,31000
,Aggregated,3894,3,1100,1888.6093530782632,68.30822210758924,31276.40808490105,105.53389830508475,8.113352264998882,0.00625065659861239,1100,1500,1800,2100,4500,8300,9200,10000,17000,31000,31000
