time,users,rps,p95,p99,avg_lat,threshold
56,2.0,1.1,6050.0,6050.0,673.496027229083,2.0 (Aggressive)
57,2.0,1.1,2165.0,2165.0,667.6450940778489,2.0 (Aggressive)
58,2.0,1.15,3930.0,3930.0,716.6757727832494,2.0 (Aggressive)
59,2.0,1.2,3930.0,3930.0,708.9722567810774,2.0 (Aggressive)
60,2.0,1.2,3930.0,3930.0,699.0677538928495,2.0 (Aggressive)
61,3.0,1.15,4050.0,4050.0,690.3418757101496,2.0 (Aggressive)
62,3.0,1.25,4050.0,4050.0,675.4865268856831,2.0 (Aggressive)
63,3.0,1.2000000000000002,4050.0,4050.0,667.3770140861736,2.0 (Aggressive)
64,3.0,1.4,4050.0,4050.0,656.6861468346339,2.0 (Aggressive)
65,3.0,1.5499999999999998,4050.0,4050.0,648.6630836309735,2.0 (Aggressive)
66,3.0,1.65,4045.0,4050.0,636.1179324060075,2.0 (Aggressive)
67,3.0,1.7999999999999998,480.0,485.0,628.153929912363,2.0 (Aggressive)
68,3.0,1.95,480.0,495.0,621.6197152038837,2.0 (Aggressive)
69,3.0,2.1,480.0,495.0,613.0442543326518,2.0 (Aggressive)
70,4.0,2.25,480.0,495.0,608.2984456445379,2.0 (Aggressive)
71,4.0,2.25,485.0,495.0,598.000686131864,2.0 (Aggressive)
72,4.0,2.3,485.0,495.0,591.9541199377039,2.0 (Aggressive)
73,4.0,2.5,485.0,495.0,587.0135657265527,2.0 (Aggressive)
74,4.0,2.5,485.0,490.0,580.3148400041944,2.0 (Aggressive)
75,4.0,2.5,500.0,545.0,574.7000813704925,2.0 (Aggressive)
76,4.0,2.5,500.0,545.0,567.940701702756,2.0 (Aggressive)
77,4.0,2.6,525.0,570.0,564.8943805026306,2.0 (Aggressive)
78,4.0,2.6,525.0,570.0,557.9279177219744,2.0 (Aggressive)
79,4.0,2.55,525.0,570.0,551.2193523532492,2.0 (Aggressive)
80,5.0,2.6500000000000004,525.0,570.0,545.0428772223529,2.0 (Aggressive)
81,5.0,2.8,555.0,655.0,541.2942905437093,2.0 (Aggressive)
82,5.0,2.8499999999999996,555.0,655.0,537.5523841060183,2.0 (Aggressive)
83,5.0,2.95,555.0,655.0,530.8715488942685,2.0 (Aggressive)
84,5.0,2.95,530.0,595.0,527.5387605559608,2.0 (Aggressive)
85,5.0,3.0,565.0,650.0,524.8040016907972,2.0 (Aggressive)
86,5.0,3.0999999999999996,565.0,650.0,521.0921676846613,2.0 (Aggressive)
87,5.0,3.15,620.0,650.0,517.6206988037319,2.0 (Aggressive)
88,5.0,3.15,620.0,650.0,515.1052799199902,2.0 (Aggressive)
89,5.0,3.2,685.0,725.0,513.1369816763447,2.0 (Aggressive)
90,6.0,3.25,685.0,725.0,510.0040107481679,2.0 (Aggressive)
91,6.0,2.6,4335.0,4375.0,532.0860334890065,2.0 (Aggressive)
92,6.0,2.6,4535.0,4575.0,581.233318678863,2.0 (Aggressive)
93,6.0,2.4,5135.0,5175.0,634.2681562579671,2.0 (Aggressive)
94,6.0,2.4,5240.0,5245.0,629.034789587445,2.0 (Aggressive)
95,6.0,2.3499999999999996,5240.0,5245.0,626.4760198496251,2.0 (Aggressive)
96,6.0,2.5,4790.0,5245.0,623.8069202016993,2.0 (Aggressive)
97,6.0,2.75,4790.0,5245.0,617.8875797390504,2.0 (Aggressive)
98,6.0,2.8,4790.0,5245.0,613.6154340300664,2.0 (Aggressive)
99,6.0,3.2,4720.0,5245.0,606.2352524859989,2.0 (Aggressive)
100,7.0,3.45,4720.0,5245.0,602.6210985592056,2.0 (Aggressive)
101,7.0,3.6,4720.0,5245.0,596.1917534359237,2.0 (Aggressive)
102,7.0,3.8000000000000003,815.0,5245.0,591.5666749815773,2.0 (Aggressive)
103,7.0,4.0,710.0,725.0,590.0722511533587,2.0 (Aggressive)
104,7.0,4.2,655.0,715.0,587.6982171400019,2.0 (Aggressive)
105,7.0,4.35,655.0,715.0,585.8228883351735,2.0 (Aggressive)
106,7.0,4.2,565.0,715.0,583.266455052383,2.0 (Aggressive)
107,7.0,4.25,565.0,680.0,581.8263515730728,2.0 (Aggressive)
108,7.0,4.4,575.0,660.0,582.9057253956951,2.0 (Aggressive)
109,7.0,2.6,7600.0,7600.0,566.9274869071048,2.0 (Aggressive)
110,7.5,3.2,4240.0,4245.0,677.7198650173311,2.0 (Aggressive)
111,8.0,3.2,4240.0,4245.0,690.4323971270717,2.0 (Aggressive)
112,8.0,3.2,4240.0,4245.0,690.4323971270717,2.0 (Aggressive)
113,8.0,3.2,4240.0,4245.0,690.4323971270717,2.0 (Aggressive)
114,8.0,2.75,6000.0,6000.0,724.0487856353518,2.0 (Aggressive)
115,8.0,2.45,6000.0,6000.0,729.2152789239759,2.0 (Aggressive)
116,8.0,2.2,6000.0,6000.0,724.8546064152281,2.0 (Aggressive)
117,8.0,2.3,8000.0,8000.0,740.869657057462,2.0 (Aggressive)
118,8.0,1.6,8150.0,8150.0,789.5158690019463,2.0 (Aggressive)
119,8.0,1.65,8200.0,8200.0,873.586157811927,2.0 (Aggressive)
120,8.5,1.5,8200.0,8200.0,867.6311191297609,2.0 (Aggressive)
121,9.0,2.05,8200.0,8600.0,873.1215541656647,2.0 (Aggressive)
122,9.0,2.0,8200.0,8600.0,865.8884833938919,2.0 (Aggressive)
123,9.0,2.35,8200.0,8600.0,857.5175056083858,2.0 (Aggressive)
124,9.0,2.95,8000.0,8600.0,847.710707195823,2.0 (Aggressive)
125,9.0,3.5999999999999996,8000.0,8600.0,841.3416351588144,2.0 (Aggressive)
126,9.0,4.15,4400.0,8600.0,830.6749212555883,2.0 (Aggressive)
127,9.0,4.75,4350.0,4850.0,824.1592082963491,2.0 (Aggressive)
128,9.0,5.1,835.0,4850.0,815.8334716874115,2.0 (Aggressive)
129,9.0,5.4,820.0,4850.0,807.9137313100478,2.0 (Aggressive)
130,9.5,5.85,860.0,985.0,804.6291832666086,2.0 (Aggressive)
131,10.0,5.85,940.0,1250.0,801.4323124000443,2.0 (Aggressive)
132,10.0,6.0,900.0,1250.0,797.2599004062325,2.0 (Aggressive)
133,10.0,5.9,900.0,1250.0,793.6402806698762,2.0 (Aggressive)
134,10.0,6.1,900.0,1250.0,792.3723218280775,2.0 (Aggressive)
135,10.0,6.2,1000.0,1250.0,792.9624686791439,2.0 (Aggressive)
136,10.0,6.2,1000.0,1250.0,791.1373408170846,2.0 (Aggressive)
137,10.0,6.05,1200.0,1250.0,792.2422152725417,2.0 (Aggressive)
138,10.0,6.1,1200.0,1250.0,791.0340645543498,2.0 (Aggressive)
139,10.0,6.0,1150.0,1200.0,792.0541138801414,2.0 (Aggressive)
140,10.5,6.0,1150.0,1250.0,792.1760715937319,2.0 (Aggressive)
141,11.0,4.55,910.0,1010.0,790.8382567958756,2.0 (Aggressive)
142,11.0,3.95,5200.0,5300.0,851.0397518937232,2.0 (Aggressive)
143,11.0,3.6,5250.0,5400.0,907.932850389981,2.0 (Aggressive)
144,11.0,3.6,5300.0,5400.0,903.0627514002845,2.0 (Aggressive)
145,11.0,3.5,5250.0,5400.0,893.387958220125,2.0 (Aggressive)
146,11.0,3.8,5300.0,5400.0,886.889301717632,2.0 (Aggressive)
147,11.0,3.95,5250.0,5400.0,883.9417320496048,2.0 (Aggressive)
148,11.0,4.75,5250.0,5400.0,877.6650298644083,2.0 (Aggressive)
149,11.0,5.2,5250.0,5400.0,871.6801395164146,2.0 (Aggressive)
150,11.5,5.2,5300.0,5500.0,868.0541616252763,2.0 (Aggressive)
151,12.0,5.95,5300.0,5500.0,859.6056905504098,2.0 (Aggressive)
152,12.0,6.45,1120.0,5500.0,855.804162583354,2.0 (Aggressive)
153,12.0,6.8,1185.0,1550.0,854.8852172691966,2.0 (Aggressive)
154,12.0,7.05,1385.0,1550.0,854.3217682338452,2.0 (Aggressive)
155,12.0,7.1,1420.0,1550.0,851.1957635319512,2.0 (Aggressive)
156,12.0,7.0,1385.0,1550.0,849.1444987190393,2.0 (Aggressive)
157,12.0,6.9,1385.0,1550.0,845.3944796665874,2.0 (Aggressive)
158,12.0,7.05,1375.0,1550.0,841.1639753726131,2.0 (Aggressive)
159,12.0,7.05,1375.0,1550.0,836.9361404539824,2.0 (Aggressive)
160,12.5,7.25,1425.0,1550.0,832.6041605210453,2.0 (Aggressive)
161,13.0,7.15,1420.0,1505.0,829.4717204762727,2.0 (Aggressive)
162,13.0,6.6,2425.0,2605.0,837.3093514965636,2.0 (Aggressive)
163,13.0,6.55,2825.0,2955.0,859.8549615322104,2.0 (Aggressive)
164,13.0,6.65,2855.0,2980.0,857.5966480415899,2.0 (Aggressive)
165,13.0,6.45,2885.0,2980.0,855.6628101154649,2.0 (Aggressive)
166,13.0,6.6,2925.0,3100.0,853.8122838993668,2.0 (Aggressive)
167,13.0,6.45,3050.0,3200.0,853.6307079799392,2.0 (Aggressive)
168,13.0,6.45,3050.0,3200.0,849.5852498496461,2.0 (Aggressive)
169,13.0,5.15,3050.0,3200.0,853.0638081004887,2.0 (Aggressive)
170,13.5,4.9,3050.0,3200.0,849.99994642239,2.0 (Aggressive)
171,14.0,4.7,4500.0,4650.0,870.6524612852734,2.0 (Aggressive)
172,14.0,4.8,5100.0,5200.0,891.2717224808517,2.0 (Aggressive)
173,14.0,4.75,5100.0,5250.0,897.6221129126245,2.0 (Aggressive)
174,14.0,5.05,9100.0,9200.0,956.5810500315661,2.0 (Aggressive)
175,14.0,5.1,9100.0,9200.0,954.7169689088917,2.0 (Aggressive)
176,14.0,5.05,8985.0,9100.0,954.1359757608138,2.0 (Aggressive)
177,14.0,5.1499999999999995,8985.0,9100.0,951.0363896504341,2.0 (Aggressive)
178,14.0,5.1499999999999995,9100.0,9100.0,949.9659767848359,2.0 (Aggressive)
179,14.0,5.65,8985.0,9100.0,953.3407502594882,2.0 (Aggressive)
180,14.5,5.65,8985.0,9100.0,959.6574607310013,2.0 (Aggressive)
181,15.0,5.65,8980.0,9100.0,956.6286871996974,2.0 (Aggressive)
182,15.0,5.65,8985.0,9100.0,961.2034169445583,2.0 (Aggressive)
183,15.0,5.7,8985.0,9100.0,968.7567156724101,2.0 (Aggressive)
184,15.0,5.75,5500.0,9100.0,991.7345910025897,2.0 (Aggressive)
185,15.0,5.9,5465.0,9050.0,1026.9365759933453,2.0 (Aggressive)
186,15.0,4.85,5480.0,7050.0,1029.416688192027,2.0 (Aggressive)
187,15.0,4.4,5550.0,7050.0,1029.0624020880737,2.0 (Aggressive)
188,15.0,4.4,5550.0,7050.0,1029.0624020880737,2.0 (Aggressive)
189,15.0,3.55,9200.0,9200.0,1061.0787414586537,2.0 (Aggressive)
190,15.5,3.15,9350.0,9400.0,1099.64745241317,2.0 (Aggressive)
191,16.0,2.65,9400.0,9500.0,1104.408701253365,2.0 (Aggressive)
192,16.0,2.65,9350.0,9500.0,1101.633360211676,2.0 (Aggressive)
193,16.0,2.3,9350.0,9500.0,1145.8170969451287,2.0 (Aggressive)
194,16.0,2.6,9350.0,9500.0,1162.73872570295,2.0 (Aggressive)
195,16.0,2.95,9200.0,9500.0,1167.429451071493,2.0 (Aggressive)
196,16.0,3.4499999999999997,9200.0,10000.0,1198.5817670983693,2.0 (Aggressive)
197,16.0,3.8,9200.0,10000.0,1195.5658147503088,2.0 (Aggressive)
198,16.0,4.8,9200.0,10000.0,1194.7946834868426,2.0 (Aggressive)
199,16.0,5.45,5700.0,10000.0,1195.4087634265215,2.0 (Aggressive)
200,16.5,5.95,5550.0,6300.0,1193.2286452008052,2.0 (Aggressive)
201,17.0,5.95,5550.0,6300.0,1191.6468063598306,2.0 (Aggressive)
202,17.0,5.95,5700.0,6300.0,1191.6468063598306,2.0 (Aggressive)
203,17.0,5.95,5700.0,6300.0,1191.6468063598306,2.0 (Aggressive)
204,17.0,6.7,5700.0,6300.0,1199.9776627622855,2.0 (Aggressive)
205,17.0,6.35,3450.0,3600.0,1218.4422790366089,2.0 (Aggressive)
206,17.0,6.25,3850.0,4050.0,1233.126161869954,2.0 (Aggressive)
207,17.0,6.25,4050.0,4200.0,1250.1607468063849,2.0 (Aggressive)
208,17.0,4.25,7100.0,7200.0,1279.779219158154,2.0 (Aggressive)
209,17.0,3.85,7250.0,7400.0,1304.8899811166862,2.0 (Aggressive)
210,17.5,3.65,7300.0,7600.0,1320.4797987385741,2.0 (Aggressive)
211,18.0,3.45,7300.0,7600.0,1317.1661962845888,2.0 (Aggressive)
212,18.0,3.45,7300.0,7600.0,1316.7210013105068,2.0 (Aggressive)
213,18.0,3.5999999999999996,7250.0,7600.0,1312.8165962180558,2.0 (Aggressive)
214,18.0,4.6,7250.0,7600.0,1311.0174952779853,2.0 (Aggressive)
215,18.0,5.75,7200.0,7600.0,1311.1341018874668,2.0 (Aggressive)
216,18.0,6.0,5500.0,5950.0,1311.4818445018645,2.0 (Aggressive)
217,18.0,6.0,5500.0,5950.0,1312.9621197418733,2.0 (Aggressive)
218,18.0,6.0,5600.0,6000.0,1317.2888792971007,2.0 (Aggressive)
219,18.0,5.85,2350.0,2500.0,1321.203103891437,2.0 (Aggressive)
220,18.5,5.8,2350.0,2500.0,1320.8844453634188,2.0 (Aggressive)
221,19.0,5.949999999999999,2350.0,2500.0,1320.9072649201032,2.0 (Aggressive)
222,19.0,5.85,2350.0,2450.0,1324.6231476197904,2.0 (Aggressive)
223,19.0,5.550000000000001,5450.0,5550.0,1351.6901942135557,2.0 (Aggressive)
224,19.0,5.15,5700.0,5950.0,1393.4044677844809,2.0 (Aggressive)
225,19.0,4.65,5700.0,5950.0,1390.2088773387168,2.0 (Aggressive)
226,19.0,4.7,5550.0,5950.0,1388.007992757187,2.0 (Aggressive)
227,19.0,4.65,5400.0,5950.0,1384.916475120002,2.0 (Aggressive)
228,19.0,4.800000000000001,5300.0,5700.0,1382.0139734828856,2.0 (Aggressive)
229,19.0,5.45,5300.0,5700.0,1379.6690914854967,2.0 (Aggressive)
230,19.5,5.4,5950.0,6450.0,1380.477381198954,2.0 (Aggressive)
231,20.0,6.1,6450.0,6850.0,1390.9470259945256,2.0 (Aggressive)
232,20.0,6.3,6450.0,6700.0,1386.2326479799121,2.0 (Aggressive)
233,20.0,6.65,3400.0,8550.0,1387.0593255302826,2.0 (Aggressive)
234,20.0,7.25,5650.0,5950.0,1402.8589207763087,2.0 (Aggressive)
235,20.0,7.4,6200.0,6450.0,1418.1515857744655,2.0 (Aggressive)
236,20.0,7.25,6200.0,6950.0,1427.7846070681073,2.0 (Aggressive)
237,20.0,6.9,6700.0,6950.0,1444.0594267531674,2.0 (Aggressive)
238,20.0,7.1,6700.0,6950.0,1444.851298530575,2.0 (Aggressive)
239,20.0,7.55,6650.0,6950.0,1443.8793651840688,2.0 (Aggressive)
240,20.5,8.0,6650.0,6950.0,1445.1665856293098,2.0 (Aggressive)
241,21.0,8.1,6650.0,6950.0,1445.273398300699,2.0 (Aggressive)
242,21.0,8.399999999999999,6650.0,7000.0,1446.6325436695106,2.0 (Aggressive)
243,21.0,8.399999999999999,6650.0,6650.0,1446.6325436695106,2.0 (Aggressive)
244,21.0,8.399999999999999,6650.0,6650.0,1446.6325436695106,2.0 (Aggressive)
245,21.0,8.5,6650.0,6650.0,1448.7686158075387,2.0 (Aggressive)
246,21.0,6.75,4250.0,4800.0,1456.2480090689455,2.0 (Aggressive)
247,21.0,6.050000000000001,4900.0,5300.0,1469.8162373921218,2.0 (Aggressive)
248,21.0,5.550000000000001,5600.0,7050.0,1497.9731802758538,2.0 (Aggressive)
249,21.0,5.15,7550.0,8050.0,1510.0265478367764,2.0 (Aggressive)
250,21.5,4.7,7800.0,8100.0,1532.4463754769786,2.0 (Aggressive)
251,22.0,4.550000000000001,7850.0,8300.0,1537.102749402588,2.0 (Aggressive)
252,22.0,4.2,7800.0,8300.0,1536.3135153503927,2.0 (Aggressive)
253,22.0,4.2,7800.0,8300.0,1540.3201603520615,2.0 (Aggressive)
254,22.0,4.25,7800.0,8300.0,1548.6966806604532,2.0 (Aggressive)
255,22.0,4.95,7750.0,8100.0,1560.300412967107,2.0 (Aggressive)
256,22.0,5.75,8000.0,8200.0,1564.2886721829695,2.0 (Aggressive)
257,22.0,6.699999999999999,9450.0,10050.0,1579.7020623325407,2.0 (Aggressive)
258,22.0,7.25,8450.0,10050.0,1576.243258459574,2.0 (Aggressive)
259,22.0,7.55,4850.0,10050.0,1576.5327461991646,2.0 (Aggressive)
260,22.5,8.0,4950.0,6600.0,1576.4114343199153,2.0 (Aggressive)
261,23.0,8.15,4950.0,6600.0,1576.6425879172916,2.0 (Aggressive)
262,23.0,8.15,5950.0,6600.0,1575.1444766925342,2.0 (Aggressive)
263,23.0,8.1,5950.0,6600.0,1575.984202409903,2.0 (Aggressive)
264,23.0,8.25,5950.0,6600.0,1579.230307936548,2.0 (Aggressive)
265,23.0,7.95,5950.0,6600.0,1574.6271176542632,2.0 (Aggressive)
266,23.0,8.3,4950.0,6600.0,1573.755971458521,2.0 (Aggressive)
267,23.0,8.1,5500.0,5750.0,1602.5551214531565,2.0 (Aggressive)
268,23.0,8.3,5600.0,5900.0,1619.3482197308804,2.0 (Aggressive)
269,23.0,8.25,5500.0,5900.0,1612.3320063652318,2.0 (Aggressive)
270,23.5,8.25,5450.0,5700.0,1612.3320063652318,2.0 (Aggressive)
271,24.0,8.25,5400.0,5550.0,1612.3320063652318,2.0 (Aggressive)
272,24.0,8.25,5400.0,5550.0,1612.3320063652318,2.0 (Aggressive)
273,24.0,7.6,6750.0,6900.0,1617.7629393885022,2.0 (Aggressive)
274,24.0,6.699999999999999,6850.0,7150.0,1629.636088833793,2.0 (Aggressive)
275,24.0,6.800000000000001,7100.0,7300.0,1635.8972859276691,2.0 (Aggressive)
276,24.0,6.15,7100.0,7300.0,1638.0455348398104,2.0 (Aggressive)
277,24.0,6.0,6550.0,7250.0,1667.923614432982,2.0 (Aggressive)
278,24.0,6.0,6850.0,6900.0,1670.9252511178292,2.0 (Aggressive)
279,24.0,6.0,6850.0,6900.0,1670.9252511178292,2.0 (Aggressive)
280,24.5,6.0,6850.0,6900.0,1670.9252511178292,2.0 (Aggressive)
281,25.0,6.0,6850.0,6900.0,1670.9252511178292,2.0 (Aggressive)
282,25.0,4.800000000000001,6850.0,6900.0,1672.8480446892845,2.0 (Aggressive)
283,25.0,2.4,8350.0,8350.0,1681.38293197659,2.0 (Aggressive)
284,25.0,2.45,8450.0,12400.0,1708.6190716940678,2.0 (Aggressive)
285,25.0,2.6,15500.0,16000.0,1747.0622771269564,2.0 (Aggressive)
286,25.0,2.55,16000.0,16000.0,1767.9722875897992,2.0 (Aggressive)
287,25.0,2.65,17000.0,17000.0,1810.809809027567,2.0 (Aggressive)
288,25.0,3.05,13900.0,17000.0,1847.8429557264844,2.0 (Aggressive)
289,25.0,3.85,13750.0,17000.0,1832.4968285471737,2.0 (Aggressive)
290,25.5,5.0,13750.0,17000.0,1820.3355382503955,2.0 (Aggressive)
291,26.0,6.3,13650.0,17000.0,1806.2832564696491,2.0 (Aggressive)
292,26.0,7.75,13450.0,17000.0,1794.2889191924608,2.0 (Aggressive)
293,26.0,9.15,13450.0,17000.0,1780.7009438871264,2.0 (Aggressive)
294,26.0,10.35,12950.0,13750.0,1772.484168043383,2.0 (Aggressive)
295,26.0,11.1,9800.0,13650.0,1771.9129156222723,2.0 (Aggressive)
296,26.0,11.55,9250.0,9900.0,1769.5015372433747,2.0 (Aggressive)
297,26.0,11.35,1500.0,1800.0,1766.8948627810485,2.0 (Aggressive)
298,26.0,11.5,1500.0,1800.0,1765.33971690263,2.0 (Aggressive)
299,26.0,12.0,2750.0,3050.0,1767.3649849541296,2.0 (Aggressive)
300,26.5,11.1,2800.0,3050.0,1765.8790714529166,2.0 (Aggressive)
301,27.0,10.75,2800.0,3050.0,1758.5214035796207,2.0 (Aggressive)
302,27.0,10.1,5000.0,5250.0,1785.6736152247909,2.0 (Aggressive)
303,27.0,9.7,5250.0,5450.0,1805.9346173436609,2.0 (Aggressive)
304,27.0,9.5,5300.0,5550.0,1796.5408661929384,2.0 (Aggressive)
305,27.0,9.600000000000001,5450.0,5600.0,1781.2230831346485,2.0 (Aggressive)
306,27.0,9.55,5350.0,5600.0,1771.45939310583,2.0 (Aggressive)
307,27.0,10.2,5300.0,5550.0,1758.613915069048,2.0 (Aggressive)
308,27.0,11.2,5300.0,5550.0,1747.7634276705323,2.0 (Aggressive)
309,27.0,11.9,5250.0,5550.0,1734.4727185053164,2.0 (Aggressive)
310,27.5,12.600000000000001,5300.0,5700.0,1727.3128444321148,2.0 (Aggressive)
311,28.0,13.4,5300.0,5700.0,1715.9854717601809,2.0 (Aggressive)
312,28.0,12.1,2000.0,6450.0,1711.2659446394025,2.0 (Aggressive)
313,28.0,12.5,2650.0,2800.0,1699.2784714737738,2.0 (Aggressive)
314,28.0,11.700000000000001,4600.0,4950.0,1697.4136922117468,2.0 (Aggressive)
315,28.0,11.05,4850.0,5050.0,1711.8495409325815,2.0 (Aggressive)
316,28.0,10.4,5050.0,5300.0,1720.734738170387,2.0 (Aggressive)
317,28.0,10.45,5050.0,5300.0,1713.9518045348698,2.0 (Aggressive)
318,28.0,10.35,5050.0,5300.0,1706.0123658000093,2.0 (Aggressive)
319,28.0,10.45,5200.0,5400.0,1697.7763250272087,2.0 (Aggressive)
320,28.5,10.4,5200.0,5400.0,1687.1449309253587,2.0 (Aggressive)
321,29.0,9.35,5200.0,5400.0,1680.1024467903721,2.0 (Aggressive)
322,29.0,9.75,5200.0,5400.0,1672.401561489622,2.0 (Aggressive)
323,29.0,9.8,5150.0,5350.0,1671.725652478698,2.0 (Aggressive)
324,29.0,10.100000000000001,5150.0,5350.0,1676.1627818506158,2.0 (Aggressive)
325,29.0,10.25,5200.0,5700.0,1680.330112055761,2.0 (Aggressive)
326,29.0,10.7,5600.0,6450.0,1683.609589422339,2.0 (Aggressive)
327,29.0,10.9,5650.0,6450.0,1679.6059392480056,2.0 (Aggressive)
328,29.0,10.5,5650.0,6450.0,1673.8871851769752,2.0 (Aggressive)
329,29.0,10.850000000000001,5500.0,6400.0,1663.116219726524,2.0 (Aggressive)
330,29.5,11.7,5400.0,5850.0,1655.5655826605341,2.0 (Aggressive)
331,30.0,12.4,5400.0,5850.0,1648.4614551684658,2.0 (Aggressive)
332,30.0,13.1,5350.0,5850.0,1639.1124311732879,2.0 (Aggressive)
333,30.0,13.75,5350.0,5850.0,1631.5294701695416,2.0 (Aggressive)
334,30.0,14.2,5350.0,5900.0,1624.6325867377373,2.0 (Aggressive)
335,30.0,14.9,2200.0,5850.0,1618.3439516176131,2.0 (Aggressive)
336,30.0,15.2,1900.0,2300.0,1611.4699866036622,2.0 (Aggressive)
337,30.0,15.049999999999999,1550.0,2050.0,1604.0656888406127,2.0 (Aggressive)
338,30.0,15.649999999999999,1650.0,2100.0,1596.0699605519571,2.0 (Aggressive)
339,30.0,15.75,1750.0,2100.0,1589.3217623929238,2.0 (Aggressive)
340,30.0,15.549999999999999,1750.0,2100.0,1584.8766974519062,2.0 (Aggressive)
341,30.0,15.7,1800.0,2100.0,1584.1115450504915,2.0 (Aggressive)
342,30.0,15.649999999999999,1850.0,2100.0,1582.9865381817212,2.0 (Aggressive)
343,30.0,15.549999999999999,1850.0,2100.0,1581.9190667034554,2.0 (Aggressive)
344,30.0,15.549999999999999,1750.0,2100.0,1580.3638139990503,2.0 (Aggressive)
345,30.0,15.5,1700.0,2100.0,1579.4040228195636,2.0 (Aggressive)
346,30.0,15.549999999999999,1800.0,2050.0,1579.3015780342232,2.0 (Aggressive)
347,30.0,15.75,1800.0,2050.0,1577.539075967304,2.0 (Aggressive)
348,30.0,10.6,5300.0,5550.0,1594.4222142995038,2.0 (Aggressive)
349,30.0,9.75,5450.0,5850.0,1622.5605354666284,2.0 (Aggressive)
350,30.0,9.35,5500.0,5850.0,1629.4369959881878,2.0 (Aggressive)
351,30.0,8.45,5550.0,5850.0,1621.6231477666274,2.0 (Aggressive)
352,30.0,8.65,5500.0,5850.0,1615.714181257474,2.0 (Aggressive)
353,30.0,9.7,5550.0,5850.0,1609.90325291721,2.0 (Aggressive)
354,30.0,10.6,5450.0,5800.0,1604.106958152261,2.0 (Aggressive)
355,30.0,11.15,5400.0,5800.0,1598.9974989536572,2.0 (Aggressive)
356,30.0,12.05,5450.0,5800.0,1593.7465647824256,2.0 (Aggressive)
357,30.0,12.7,5450.0,5800.0,1587.3108018819203,2.0 (Aggressive)
358,30.0,13.8,5400.0,5800.0,1581.5802852795932,2.0 (Aggressive)
359,30.0,14.45,1800.0,2150.0,1576.9351992681172,2.0 (Aggressive)
360,30.0,15.35,1700.0,2000.0,1570.3808281633703,2.0 (Aggressive)
361,30.0,15.55,1750.0,2000.0,1565.212432076759,2.0 (Aggressive)
362,30.0,15.6,1750.0,2000.0,1560.9668709220268,2.0 (Aggressive)
363,30.0,15.4,1800.0,2000.0,1557.1409996939278,2.0 (Aggressive)
364,30.0,15.15,1800.0,2050.0,1553.0655537941593,2.0 (Aggressive)
365,30.0,15.2,1800.0,2250.0,1547.8890610371695,2.0 (Aggressive)
366,30.0,15.15,1850.0,2100.0,1542.743472807454,2.0 (Aggressive)
367,30.0,15.299999999999999,1850.0,2100.0,1538.025043992543,2.0 (Aggressive)
368,30.0,15.05,1900.0,2100.0,1532.9488037414656,2.0 (Aggressive)
369,30.0,15.3,1850.0,2100.0,1529.6902827108242,2.0 (Aggressive)
370,30.0,15.1,1850.0,2100.0,1525.0812925242408,2.0 (Aggressive)
371,30.0,15.15,1850.0,2250.0,1522.5011253820117,2.0 (Aggressive)
372,30.0,14.3,2700.0,3000.0,1522.1615100932586,2.0 (Aggressive)
373,30.0,13.5,2750.0,3050.0,1523.1050121250323,2.0 (Aggressive)
374,30.0,12.700000000000001,2800.0,3200.0,1522.8547714942765,2.0 (Aggressive)
375,30.0,12.700000000000001,2800.0,3200.0,1522.8547714942765,2.0 (Aggressive)
376,30.0,12.700000000000001,2800.0,3200.0,1522.8547714942765,2.0 (Aggressive)
377,30.0,12.700000000000001,2800.0,3200.0,1522.8547714942765,2.0 (Aggressive)
378,30.0,12.700000000000001,2800.0,3250.0,1522.8547714942765,2.0 (Aggressive)
379,30.0,10.25,2900.0,3250.0,1525.695550867787,2.0 (Aggressive)
380,30.0,9.75,3000.0,3250.0,1525.1303222698475,2.0 (Aggressive)
381,30.0,5.7,4800.0,7900.0,1531.4651684755395,2.0 (Aggressive)
382,30.0,4.85,8400.0,8700.0,1561.0711187725394,2.0 (Aggressive)
383,30.0,4.35,12550.0,12600.0,1600.6448210666567,2.0 (Aggressive)
384,30.0,4.45,13050.0,13150.0,1616.111535630629,2.0 (Aggressive)
385,30.0,4.1,12500.0,13150.0,1610.9875156609803,2.0 (Aggressive)
386,30.0,4.35,12450.0,13150.0,1606.1185077519172,2.0 (Aggressive)
387,30.0,5.6,12450.0,13150.0,1601.2591705130867,2.0 (Aggressive)
388,30.0,7.2,12400.0,13100.0,1595.8720208638529,2.0 (Aggressive)
389,30.0,8.850000000000001,12350.0,13100.0,1592.8022809321635,2.0 (Aggressive)
390,30.0,9.600000000000001,12350.0,13100.0,1589.8198604136694,2.0 (Aggressive)
391,30.0,10.5,12350.0,13100.0,1585.2956338151416,2.0 (Aggressive)
392,30.0,11.2,12300.0,13100.0,1580.0842220986774,2.0 (Aggressive)
393,30.0,13.100000000000001,8750.0,12900.0,1577.0853589081785,2.0 (Aggressive)
394,30.0,13.399999999999999,2800.0,3900.0,1575.6324547390618,2.0 (Aggressive)
395,30.0,13.649999999999999,2850.0,3800.0,1572.1361514391936,2.0 (Aggressive)
396,30.0,13.7,2950.0,3850.0,1569.5270812943227,2.0 (Aggressive)
397,30.0,13.5,2900.0,3850.0,1566.4366241037255,2.0 (Aggressive)
